record_id,date,day_of_week,warehouse_id,warehouse_name,city,zone,product_id,product_name,category,subcategory,brand,unit_price_inr,cost_price_inr,opening_stock,units_sold,units_returned,return_reason,damaged_units,closing_stock,reorder_level,max_capacity,restock_quantity,availability_status,storage_type,shelf_life_days,expiry_date,supplier_name,delivery_time_mins,customer_rating,revenue_inr,profit_inr
4111,2026-06-26,Friday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,118,11,0,Not Returned,1,107,22,150,0,In Stock,Dry Storage,120,2026-10-24,Reliance Retail Wholesale,14.6,4.9,3179,374
4112,2026-06-26,Friday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,83,57,5,Expired Product,0,31,15,100,0,In Stock,Cold Storage,7,2026-07-03,Metro Cash Carry,11.3,4.9,2280,399
4113,2026-06-26,Friday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,13,3,0,Not Returned,0,10,15,100,30,Low Stock,Dry Storage,365,2027-06-26,ITC Supply Chain,6.0,4.4,720,105
4114,2026-06-26,Friday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,21,16,0,Not Returned,1,5,45,300,20,Low Stock,Dry Storage,730,2028-06-25,National FMCG Supplies,17.2,3.9,1520,272
4115,2026-06-26,Friday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,126,18,0,Not Returned,3,108,37,250,0,In Stock,Dry Storage,365,2027-06-26,Metro Cash Carry,11.6,4.5,3150,414
4116,2026-06-26,Friday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,3,2,0,Not Returned,0,1,15,100,0,Low Stock,Dry Storage,180,2026-12-23,Amul Cooperative,8.9,3.8,220,36
4117,2026-06-26,Friday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,202,14,1,Customer Changed Mind,1,189,37,250,0,In Stock,Dry Storage,4,2026-06-30,National FMCG Supplies,8.8,4.3,630,126
4118,2026-06-26,Friday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,85,70,3,Damaged Packaging,2,18,45,300,20,Low Stock,Cold Storage,10,2026-07-06,FreshFarm Distributors,10.5,4.6,2800,980
4119,2026-06-26,Friday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,65,39,2,Expired Product,2,28,37,250,20,Low Stock,Dry Storage,210,2027-01-22,FreshFarm Distributors,19.1,4.4,975,234
4120,2026-06-26,Friday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,57,48,1,Wrong Item Delivered,1,10,22,150,0,Low Stock,Cold Storage,6,2026-07-02,Metro Cash Carry,8.2,3.8,2640,816
4121,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,189,57,2,Customer Changed Mind,3,134,30,200,0,In Stock,Dry Storage,365,2027-06-26,Metro Cash Carry,17.7,4.1,9975,1311
4122,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,157,2,0,Not Returned,3,155,37,250,0,In Stock,Dry Storage,120,2026-10-24,Reliance Retail Wholesale,11.4,4.9,578,68
4123,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,107,80,5,Wrong Item Delivered,0,32,22,150,0,In Stock,Dry Storage,4,2026-06-30,Local Vendor Network,11.9,4.7,3600,720
4124,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,28,4,0,Not Returned,2,24,15,100,0,In Stock,Cold Storage,6,2026-07-02,HUL Direct Distribution,6.0,4.2,220,68
4125,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,20,20,1,Customer Changed Mind,0,1,37,250,30,Low Stock,Dry Storage,120,2026-10-24,Amul Cooperative,14.5,4.3,1300,220
4126,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,12,10,0,Not Returned,0,2,45,300,0,Low Stock,Cold Storage,5,2026-07-01,Amul Cooperative,10.9,4.1,620,80
4127,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,177,45,3,Quality Issue,4,135,30,200,0,In Stock,Dry Storage,365,2027-06-26,Local Vendor Network,8.8,3.7,10800,1575
4128,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,48,2,0,Not Returned,2,46,15,100,0,In Stock,Dry Storage,180,2026-12-23,Metro Cash Carry,7.1,4.5,220,36
4129,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,13,9,0,Not Returned,0,4,15,100,50,Low Stock,Dry Storage,270,2027-03-23,National FMCG Supplies,11.7,4.4,126,27
4130,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,137,74,4,Damaged Packaging,3,67,30,200,0,In Stock,Dry Storage,270,2027-03-23,Metro Cash Carry,9.7,4.7,2960,592
4131,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,138,51,3,Not Returned,3,90,37,250,0,In Stock,Dry Storage,730,2028-06-25,Amul Cooperative,11.1,3.7,4845,867
4132,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,274,52,2,Wrong Item Delivered,4,224,45,300,0,In Stock,Dry Storage,240,2027-02-21,HUL Direct Distribution,11.5,3.5,2600,468
4133,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,219,65,0,Not Returned,0,154,45,300,0,In Stock,Cold Storage,15,2026-07-11,ITC Supply Chain,11.0,4.1,2275,715
4134,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,54,29,0,Not Returned,1,25,22,150,0,In Stock,Cold Storage,180,2026-12-23,ITC Supply Chain,16.3,4.0,7975,870
4135,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,1,1,0,Not Returned,0,0,15,100,0,Out of Stock,Frozen,180,2026-12-23,HUL Direct Distribution,6.0,4.5,210,32
4136,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,6,4,0,Not Returned,0,2,30,200,50,Low Stock,Cold Storage,10,2026-07-06,Reliance Retail Wholesale,13.6,3.8,160,56
4137,2026-06-26,Friday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,210,71,1,Damaged Packaging,3,140,37,250,0,In Stock,Frozen,365,2027-06-26,National FMCG Supplies,8.4,3.7,10579,1704
4138,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,223,34,2,Customer Changed Mind,3,191,45,300,0,In Stock,Cold Storage,180,2026-12-23,FreshFarm Distributors,12.7,4.0,9350,1020
4139,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,80,15,1,Expired Product,0,66,45,300,0,In Stock,Dry Storage,730,2028-06-25,ITC Supply Chain,9.8,4.1,825,150
4140,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,70,55,0,Not Returned,0,15,30,200,0,Low Stock,Dry Storage,240,2027-02-21,Metro Cash Carry,11.0,4.1,2750,495
4141,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,21,2,0,Not Returned,0,19,15,100,0,In Stock,Cold Storage,10,2026-07-06,Metro Cash Carry,14.9,4.1,80,28
4142,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,125,18,1,Damaged Packaging,1,108,22,150,0,In Stock,Cold Storage,15,2026-07-11,Local Vendor Network,8.9,4.1,630,198
4143,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,0,0,0,Not Returned,0,0,30,200,80,Out of Stock,Dry Storage,120,2026-10-24,Reliance Retail Wholesale,11.3,4.9,0,0
4144,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,7,0,0,Not Returned,1,7,15,100,0,Low Stock,Dry Storage,4,2026-06-30,ITC Supply Chain,9.8,4.2,0,0
4145,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,74,51,2,Customer Changed Mind,1,25,22,150,0,In Stock,Dry Storage,730,2028-06-25,Reliance Retail Wholesale,17.2,4.8,6885,1173
4146,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,56,39,2,Damaged Packaging,0,19,45,300,0,Low Stock,Frozen,180,2026-12-23,National FMCG Supplies,13.6,4.2,8190,1248
4147,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,32,7,0,Not Returned,0,25,15,100,0,In Stock,Dry Storage,1095,2029-06-25,ITC Supply Chain,10.0,3.8,4193,623
4148,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,2,2,0,Not Returned,0,0,15,100,80,Out of Stock,Cold Storage,5,2026-07-01,National FMCG Supplies,10.9,3.9,124,16
4149,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,145,80,3,Expired Product,1,68,37,250,0,In Stock,Dry Storage,270,2027-03-23,Reliance Retail Wholesale,8.3,5.0,3200,640
4150,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,126,25,0,Not Returned,0,101,22,150,0,In Stock,Dry Storage,210,2027-01-22,HUL Direct Distribution,14.9,4.4,625,150
4151,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,272,73,5,Not Returned,1,204,45,300,0,In Stock,Dry Storage,365,2027-06-26,HUL Direct Distribution,10.1,4.9,12775,1679
4152,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,22,12,0,Not Returned,1,10,45,300,0,Low Stock,Dry Storage,365,2027-06-26,Local Vendor Network,11.4,4.2,1980,204
4153,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,139,10,0,Not Returned,4,129,30,200,0,In Stock,Dry Storage,730,2028-06-25,ITC Supply Chain,11.1,4.3,280,60
4154,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,66,49,2,Expired Product,1,19,37,250,0,Low Stock,Cold Storage,7,2026-07-03,FreshFarm Distributors,7.8,3.5,1960,343
4155,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,76,75,4,Quality Issue,1,5,15,100,0,Low Stock,Cold Storage,6,2026-07-02,Reliance Retail Wholesale,11.5,4.4,4125,1275
4156,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,111,15,1,Damaged Packaging,0,97,22,150,0,In Stock,Dry Storage,180,2026-12-23,Reliance Retail Wholesale,8.1,4.4,1650,270
4157,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,21,3,0,Not Returned,0,18,37,250,30,Low Stock,Dry Storage,365,2027-06-26,National FMCG Supplies,13.2,3.7,720,105
4158,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,23,21,1,Quality Issue,1,3,30,200,30,Low Stock,Dry Storage,150,2026-11-23,Local Vendor Network,14.0,3.7,420,84
4159,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,84,64,4,Expired Product,1,24,30,200,80,Low Stock,Dry Storage,270,2027-03-23,Amul Cooperative,8.8,3.9,896,192
4160,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,4,1,0,Not Returned,0,3,22,150,50,Low Stock,Dry Storage,120,2026-10-24,Amul Cooperative,13.8,3.6,65,11
4161,2026-06-26,Friday,WH007,Chennai Velachery Dark Store,Chennai,South,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,8,5,0,Not Returned,0,3,15,100,0,Low Stock,Frozen,365,2027-06-26,Local Vendor Network,12.7,4.8,745,120
4162,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,70,34,2,Not Returned,0,38,45,300,50,Low Stock,Dry Storage,365,2027-06-26,FreshFarm Distributors,14.5,4.1,5610,578
4163,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,138,11,1,Not Returned,1,128,22,150,0,In Stock,Dry Storage,730,2028-06-25,Metro Cash Carry,12.9,4.3,1485,253
4164,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,56,32,1,Customer Changed Mind,0,25,22,150,0,In Stock,Dry Storage,365,2027-06-26,Amul Cooperative,12.2,4.0,7680,1120
4165,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,19,12,0,Not Returned,0,7,15,100,0,Low Stock,Cold Storage,5,2026-07-01,FreshFarm Distributors,13.5,4.0,744,96
4166,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,177,64,1,Damaged Packaging,3,114,45,300,0,In Stock,Dry Storage,730,2028-06-25,HUL Direct Distribution,11.7,4.6,6080,1088
4167,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,176,41,4,Expired Product,0,139,30,200,0,In Stock,Dry Storage,180,2026-12-23,HUL Direct Distribution,11.4,4.4,4510,738
4168,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,91,24,1,Customer Changed Mind,1,68,22,150,0,In Stock,Dry Storage,120,2026-10-24,Amul Cooperative,7.6,3.8,1560,264
4169,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,56,22,1,Customer Changed Mind,1,35,22,150,0,In Stock,Dry Storage,1095,2029-06-25,FreshFarm Distributors,16.5,4.2,13178,1958
4170,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,37,5,0,Not Returned,0,32,15,100,0,In Stock,Dry Storage,240,2027-02-21,Metro Cash Carry,8.9,4.1,250,45
4171,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,48,35,0,Not Returned,1,13,45,300,0,Low Stock,Cold Storage,7,2026-07-03,Local Vendor Network,9.7,3.6,1400,245
4172,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,70,14,3,Not Returned,0,59,15,100,0,In Stock,Frozen,180,2026-12-23,ITC Supply Chain,14.0,3.7,2940,448
4173,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,80,22,0,Not Returned,1,58,15,100,0,In Stock,Dry Storage,270,2027-03-23,Local Vendor Network,12.9,4.1,880,176
4174,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,144,2,0,Not Returned,1,142,30,200,0,In Stock,Cold Storage,6,2026-07-02,Amul Cooperative,6.0,4.6,110,34
4175,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,29,28,1,Damaged Packaging,0,2,37,250,0,Low Stock,Dry Storage,150,2026-11-23,HUL Direct Distribution,12.3,4.7,560,112
4176,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,88,28,1,Damaged Packaging,1,61,45,300,0,In Stock,Dry Storage,4,2026-06-30,Amul Cooperative,7.9,3.8,1260,252
4177,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,104,3,0,Not Returned,0,101,37,250,0,In Stock,Frozen,365,2027-06-26,FreshFarm Distributors,9.4,4.7,447,72
4178,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,16,7,0,Not Returned,0,9,15,100,30,Low Stock,Cold Storage,180,2026-12-23,Metro Cash Carry,15.2,3.9,1925,210
4179,2026-06-26,Friday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,22,0,0,Not Returned,0,22,37,250,0,Low Stock,Dry Storage,210,2027-01-22,Metro Cash Carry,14.9,3.6,0,0
4180,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,66,39,2,Customer Changed Mind,0,29,22,150,0,In Stock,Dry Storage,120,2026-10-25,FreshFarm Distributors,8.7,3.5,11271,1326
4181,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,167,22,0,Not Returned,1,145,30,200,0,In Stock,Cold Storage,15,2026-07-12,Metro Cash Carry,11.9,3.9,770,242
4182,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,107,28,0,Not Returned,2,79,37,250,0,In Stock,Cold Storage,6,2026-07-03,Amul Cooperative,8.5,4.2,1540,476
4183,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,211,3,0,Not Returned,3,208,37,250,0,In Stock,Dry Storage,730,2028-06-26,National FMCG Supplies,17.5,4.0,405,69
4184,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,45,21,1,Expired Product,2,25,45,300,0,Low Stock,Dry Storage,4,2026-07-01,Local Vendor Network,8.0,4.9,945,189
4185,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,184,80,2,Expired Product,1,106,37,250,0,In Stock,Dry Storage,365,2027-06-27,Amul Cooperative,10.8,3.8,14000,1840
4186,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,216,19,1,Wrong Item Delivered,1,198,37,250,0,In Stock,Frozen,180,2026-12-24,Reliance Retail Wholesale,12.7,3.9,3990,608
4187,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,142,53,4,Damaged Packaging,0,93,30,200,0,In Stock,Dry Storage,1095,2029-06-26,HUL Direct Distribution,10.7,4.4,31747,4717
4188,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,136,21,0,Not Returned,1,115,37,250,0,In Stock,Cold Storage,5,2026-07-02,Metro Cash Carry,10.4,4.4,1302,168
4189,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,193,12,1,Not Returned,1,182,30,200,0,In Stock,Dry Storage,365,2027-06-27,Metro Cash Carry,9.3,4.5,1980,204
4190,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,171,23,1,Customer Changed Mind,0,149,37,250,0,In Stock,Dry Storage,730,2028-06-26,HUL Direct Distribution,13.0,4.6,1265,230
4191,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,65,50,1,Customer Changed Mind,0,16,15,100,0,In Stock,Cold Storage,10,2026-07-07,ITC Supply Chain,15.1,3.9,2000,700
4192,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,178,51,1,Expired Product,0,128,30,200,0,In Stock,Dry Storage,270,2027-03-24,Metro Cash Carry,7.2,4.2,714,153
4193,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,19,19,0,Not Returned,0,0,30,200,20,Out of Stock,Dry Storage,210,2027-01-23,ITC Supply Chain,10.7,4.7,475,114
4194,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,226,65,3,Wrong Item Delivered,4,164,45,300,0,In Stock,Dry Storage,150,2026-11-24,Amul Cooperative,9.1,3.5,1300,260
4195,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,119,10,2,Not Returned,1,111,37,250,0,In Stock,Dry Storage,270,2027-03-24,Metro Cash Carry,6.0,4.0,400,80
4196,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,30,20,2,Expired Product,1,12,45,300,0,Low Stock,Dry Storage,240,2027-02-22,FreshFarm Distributors,9.7,5.0,1000,180
4197,2026-06-27,Saturday,WH001,Pune Hinjewadi Dark Store,Pune,West,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,52,6,0,Not Returned,0,46,15,100,0,In Stock,Dry Storage,120,2026-10-25,Amul Cooperative,16.5,4.1,390,66
4198,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,182,20,1,Wrong Item Delivered,4,163,45,300,0,In Stock,Cold Storage,15,2026-07-12,Amul Cooperative,12.4,3.7,700,220
4199,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,88,2,0,Not Returned,0,86,45,300,0,In Stock,Dry Storage,730,2028-06-26,ITC Supply Chain,10.3,4.3,110,20
4200,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,72,11,0,Not Returned,0,61,30,200,0,In Stock,Dry Storage,240,2027-02-22,National FMCG Supplies,9.5,4.9,550,99
4201,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,85,78,6,Customer Changed Mind,0,13,15,100,80,Low Stock,Dry Storage,120,2026-10-25,Reliance Retail Wholesale,12.6,3.9,22542,2652
4202,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,281,10,0,Not Returned,3,271,45,300,0,In Stock,Frozen,365,2027-06-27,Metro Cash Carry,15.8,4.1,1490,240
4203,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,63,0,0,Not Returned,0,63,37,250,0,In Stock,Dry Storage,150,2026-11-24,ITC Supply Chain,10.7,4.5,0,0
4204,2026-06-27,Saturday,WH002,Pune Wakad Dark Store,Pune,West,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,78,28,0,Not Returned,1,50,22,150,0,In Stock,Dry Storage,180,2026-12-24,Local Vendor Network,15.2,4.0,3080,504
